DSF Project ID,Delivery State,Flow,Domain,Sub-Domain,Plan Work,Replan Work,Closed Work,Plan Start,Replan Start,Actual Start,Plan End,Replan End,Actual End,Plan Days,Replan Days,Plan Hr,Replan Hr,Logged Hr,EAC Hr,EAC Efficiency,Work Prog,Time Prog,Effort Prog,RAG,RAG Reason
DSFFLOW-1322,Closed,Upgrade,Core Network,"EPC, Exposure, UDM",88,33,33,22-Apr-25,22-Apr-25,21-Aug-25,30-Aug-25,30-Aug-25,21-Aug-25,130,130,940.5,884.5,869.5,869.5,2%,100%,93%,98%,Green,[Closed] ahead of schedule; efforts saved; late start; 
DSFFLOW-4778,In Progress,Upgrade,Core Network,"EPC, IMS, Signaling",70,70,66,22-Jun-25,22-Jun-25,14-Aug-25,30-Aug-25,30-Aug-25,,69,69,1167.0,1167.0,1173.0,1070.0,8%,94%,123%,101%,Red,[In Prog] effort budget breached; late start; 
DSFFLOW-2452,On Hold,Maiden Installation,Network Management,Resource Orchestration,44,44,2,29-May-25,29-May-25,11-Jul-25,27-Feb-26,27-Feb-26,,274,274,1157.0,1157.0,111.58,1157.0,0%,5%,40%,10%,Green,[On Hold] late start; 
DSFFLOW-5060,In Progress,Maiden Installation,Core Network,IMS,50,50,0,07-Aug-25,07-Aug-25,19-Aug-25,19-Dec-25,19-Dec-25,,134,134,2379.0,2379.0,10.0,2369.0,0%,0%,30%,0%,Amber,[In Prog] time ticking without any work progress; late start; 
DSFFLOW-5888,In Progress,Maiden Installation,Core Network,IMS,19,19,0,01-Sep-25,01-Sep-25,08-Sep-25,29-Sep-25,29-Sep-25,,28,28,595.2,595.2,108.0,555.2,8%,0%,52%,18%,Amber,[In Prog] time ticking without any work progress; 
DSFFLOW-5544,In Progress,Maiden Installation,Core Network,Cloud-3PP/MPBN,57,57,0,26-May-25,26-May-25,28-Aug-25,13-Dec-25,13-Dec-25,,201,201,3635.2,3635.2,116.5,3518.7,3%,0%,57%,3%,Amber,[In Prog] time ticking without any work progress; late start; 
DSFFLOW-3443,On Hold,Upgrade,Network Management,Element Management & Reporting,21,15,9,14-Jul-25,14-Jul-25,14-Jul-25,19-Sep-25,19-Sep-25,01-Aug-25,67,67,158.5,158.5,149.0,229.0,-44%,60%,29%,94%,Red,[On Hold] projecting 5%+ EAC effort overrun; efforts burnt misaligned with work progress; efforts burnt misaligned with time progress; 
DSFFLOW-5960,In Progress,Maiden Installation,BOS,D&A Mediation,27,27,3,13-Aug-25,13-Aug-25,09-Sep-25,31-Mar-26,31-Mar-26,,230,230,473.3,473.3,91.2,441.5,8%,11%,15%,19%,Green,[In Prog] late start; 
DSFFLOW-5480,In Progress,Upgrade,Core Network,Cloud,140,140,0,25-Aug-25,25-Aug-25,28-Aug-25,31-Aug-26,31-Aug-26,,371,371,8499.5,8499.5,569.5,8499.5,0%,0%,6%,8%,Green,[In Prog] 
DSFFLOW-1568,In Progress,Upgrade,BOS,D&A Mediation,33,33,16,25-May-25,25-May-25,30-Jun-25,19-Sep-25,19-Sep-25,,117,117,1614.5,1614.5,1058.596667,1549.89,4%,48%,97%,66%,Green,[In Prog] late start; 
DSFFLOW-1103,Closed,Maiden Installation,"Core Network, Network Management","EPC, Resource Orchestration",44,44,44,16-May-25,16-May-25,19-May-25,30-Aug-25,08-Sep-25,04-Sep-25,106,115,938.0,938.0,907.0,907.0,3%,100%,97%,97%,Green,[Closed] ahead of schedule; efforts saved; 
DSFFLOW-5827,In Progress,Upgrade,Core Network,UDM,24,24,2,27-Jul-25,27-Jul-25,03-Sep-25,30-Oct-25,30-Oct-25,,95,95,376.0,376.0,65.0,376.0,0%,8%,53%,17%,Green,[In Prog] late start; 
DSFFLOW-4564,In Progress,Upgrade,Core Network,Cloud,32,32,9,22-Jul-25,22-Jul-25,22-Jul-25,15-Jan-26,15-Jan-26,,177,177,1211.0,1211.0,443.0,1183.0,2%,29%,31%,37%,Green,[In Prog] 
DSFFLOW-2843,In Progress,Migration,BOS,Common Services-Data Migration,10,10,0,16-Jun-25,16-Jun-25,17-Jun-25,31-Dec-26,31-Dec-26,,563,563,1.0,1.0,,1.0,0%,0%,16%,0%,Green,[In Prog] 
DSFFLOW-4628,In Progress,Maiden Installation,Core Network,"Core Network Automation, UDM",29,29,0,09-Aug-25,09-Aug-25,22-Aug-25,29-Jun-26,29-Jun-26,,324,324,730.0,730.0,239.0,714.0,2%,0%,12%,33%,Amber,[In Prog] efforts burnt misaligned with work progress; late start; 
DSFFLOW-5200,In Progress,Upgrade,Core Network,Cloud,52,52,0,31-Aug-25,31-Aug-25,22-Aug-25,23-Oct-25,23-Oct-25,,53,53,691.0,691.0,152.0,675.0,2%,0%,30%,22%,Amber,[In Prog] time ticking without any work progress; efforts burnt misaligned with work progress; early start; 
DSFFLOW-2123,In Progress,Maiden Installation,"Core Network, Network Management","Activation, Core Network Automation, EPC, Exposure, UDM",82,82,19,07-May-25,07-May-25,20-Jun-25,30-Oct-26,30-Oct-26,,541,541,6272.0,6272.0,2758.0,6107.0,3%,23%,24%,44%,Amber,[In Prog] efforts burnt misaligned with work progress; late start; 
DSFFLOW-6398,In Progress,Expansion,Core Network,"MSS, Signaling",67,67,0,12-Aug-25,12-Aug-25,12-Sep-25,29-Aug-25,29-Aug-25,,17,17,1525.0,1525.0,,1525.0,0%,0%,194%,0%,Amber,[In Prog] time ticking without any work progress; late start; 
DSFFLOW-4624,In Progress,Maiden Installation,Core Network,Signaling,18,18,0,09-Aug-25,09-Aug-25,22-Aug-25,29-Jun-26,29-Jun-26,,324,324,570.0,570.0,107.0,563.0,1%,0%,12%,19%,Green,[In Prog] late start; 
DSFFLOW-3786,In Progress,Maiden Installation,Core Network,"EPC, UDM",29,29,0,31-Mar-25,31-Mar-25,29-Jul-25,31-Mar-26,31-Mar-26,,365,365,10283.0,10283.0,440.0,10283.0,0%,0%,46%,4%,Amber,[In Prog] time ticking without any work progress; late start; 
DSFFLOW-4411,Closed,Upgrade,Network Management,Element Management,34,31,31,06-Aug-25,06-Aug-25,11-Aug-25,30-Sep-25,30-Sep-25,10-Sep-25,55,55,515.95,456.45,284.45,284.45,38%,100%,64%,62%,Green,[Closed] ahead of schedule; feedback: opportunity for optimized time plan; efforts saved; feedback: opportunity for optimized effort baseline; 
DSFFLOW-1840,In Progress,Upgrade,Network Management,Element Management,1221,1221,864,08-Jun-25,08-Jun-25,23-Jun-25,06-Nov-25,29-Nov-25,,151,174,17146.71,17146.71,12055.86417,16851.51083,2%,71%,57%,70%,Green,[In Prog] late start; 
DSFFLOW-4525,In Progress,Migration,Core Network,UDM,15,15,0,11-Aug-25,11-Aug-25,29-Aug-25,30-Jan-26,30-Jan-26,,172,172,1277.0,1277.0,246.5,1277.0,0%,0%,21%,19%,Amber,[In Prog] time ticking without any work progress; late start; 
DSFFLOW-5903,In Progress,Upgrade,Core Network,MSS,22,22,0,31-Jul-25,31-Jul-25,09-Sep-25,29-Sep-26,29-Sep-26,,425,425,195.0,195.0,,195.0,0%,0%,11%,0%,Green,[In Prog] late start; 
DSFFLOW-970,In Progress,Upgrade,Core Network,Cloud-3PP/MPBN,27,27,2,08-May-25,08-May-25,07-Aug-25,29-Jul-25,29-Jul-25,,82,82,660.75,660.75,81.5,658.25,0%,8%,158%,12%,Amber,[In Prog] efforts burnt misaligned with time progress; work progress misaligned with time progress; late start; 
DSFFLOW-5843,Assigned,Upgrade,Core Network,MSS,27,27,0,02-Sep-25,02-Sep-25,,31-Dec-25,31-Dec-25,,120,120,588.5,588.5,,588.5,0%,0%,12%,0%,Amber,[Assigned] with 13 days past due start date; 
DSFFLOW-3233,In Progress,Migration,Core Network,UDM,16,15,1,14-Jul-25,14-Jul-25,12-Aug-25,15-Aug-25,15-Aug-25,,32,32,614.0,614.0,529.0,614.0,0%,8%,194%,86%,Red,[In Prog] efforts burnt outweighing work output; efforts burnt misaligned with time progress; work progress misaligned with time progress; late start; 
DSFFLOW-151,In Progress,Upgrade,Network Management,Element Management,87,76,50,13-Apr-25,13-Apr-25,13-Apr-25,26-Sep-25,26-Sep-25,,166,166,1719.0,1553.0,1322.5,1385.0,11%,66%,93%,85%,Green,[In Prog] 
DSFFLOW-2352,Closed,Upgrade,Core Network,Signaling,26,26,26,02-Jun-25,02-Jun-25,27-Jun-25,04-Jul-25,30-Jul-25,05-Aug-25,32,58,511.0,511.0,452.0,452.0,12%,100%,112%,88%,Red,[Closed] schedule overrun > 10%; efforts saved; feedback: opportunity for optimized effort baseline; late start; 
DSFFLOW-5559,Assigned,Upgrade,Core Network,UDM,13,13,0,14-Aug-25,14-Aug-25,,05-Oct-28,05-Oct-28,,1148,1148,220.0,220.0,,220.0,0%,0%,3%,0%,Amber,[Assigned] with 32 days past due start date; 
DSFFLOW-3528,In Progress,Upgrade,Core Network,EPC,130,130,0,04-Jul-25,04-Jul-25,12-Sep-25,31-Dec-25,31-Dec-25,,180,180,1992.0,1992.0,,1992.0,0%,0%,41%,0%,Amber,[In Prog] time ticking without any work progress; late start; 
DSFFLOW-6379,Assigned,Upgrade,Core Network,EPC,22,22,0,09-Sep-25,09-Sep-25,,23-Sep-25,23-Sep-25,,14,14,216.0,216.0,,216.0,0%,0%,47%,0%,Amber,[Assigned] with 6 days past due start date; 
DSFFLOW-535,In Progress,Maiden Installation,Core Network,EPC,14,14,13,01-Jan-25,31-Dec-24,01-Jan-25,31-Jul-25,29-May-25,30-Apr-25,211,149,149.0,149.0,206.0,198.0,-33%,93%,81%,138%,Red,[In Prog] effort budget breached; projecting 5%+ EAC effort overrun; efforts burnt misaligned with work progress; efforts burnt misaligned with time progress; 
DSFFLOW-2828,On Hold,Migration,Core Network,UDM,15,15,1,14-Jul-25,14-Jul-25,,28-Nov-25,28-Nov-25,,137,137,593.0,593.0,383.5,542.0,9%,8%,46%,65%,Red,[On Hold] efforts burnt outweighing work output; 
DSFFLOW-356,Backlog,Expansion,Core Network,UDM,13,13,0,18-Dec-24,18-Dec-24,,31-Jul-26,31-Jul-26,,590,590,222.0,222.0,,222.0,0%,0%,46%,0%,Amber,[Backlog] with 271 days past due start date; 
DSFFLOW-3745,In Progress,Migration,Core Network,UDM,15,14,0,28-Jul-25,28-Jul-25,12-Aug-25,26-Dec-25,26-Dec-25,,151,151,2080.0,2080.0,802.0,2080.0,0%,0%,33%,39%,Amber,[In Prog] time ticking without any work progress; efforts burnt misaligned with work progress; late start; 
DSFFLOW-4343,In Progress,Upgrade,Core Network,"Cloud, EPC",141,141,4,19-Jun-25,19-Jun-25,18-Aug-25,19-Dec-25,19-Dec-25,,183,183,3597.0,3597.0,239.0,3597.0,0%,3%,48%,8%,Green,[In Prog] late start; 
DSFFLOW-3513,In Progress,Maiden Installation,Network Management,Activation,69,69,3,11-Jul-25,11-Jul-25,24-Jul-25,26-Dec-25,26-Dec-25,,168,168,3075.086667,3075.086667,445.0,3032.586667,1%,4%,40%,15%,Green,[In Prog] late start; 
DSFFLOW-3418,In Progress,Upgrade,Core Network,IMS,38,38,0,14-Jul-25,14-Jul-25,05-Sep-25,12-Sep-25,22-Sep-25,,60,70,515.0,515.0,20.0,495.0,4%,0%,90%,4%,Amber,[In Prog] time ticking without any work progress; late start; 
DSFFLOW-4498,In Progress,Upgrade,Core Network,"EPC, IMS, MSS, UDM",210,210,8,15-Jul-25,15-Jul-25,08-Aug-25,15-Jan-26,15-Jan-26,,184,184,3907.0,3907.0,722.5,3907.0,0%,4%,34%,18%,Green,[In Prog] late start; 
DSFFLOW-5229,In Progress,Upgrade,Network Management,Element Management,106,106,0,17-Aug-25,17-Aug-25,25-Aug-25,30-Mar-26,30-Mar-26,,225,225,4286.966667,4286.966667,259.25,4189.216667,2%,0%,13%,6%,Green,[In Prog] late start; 
DSFFLOW-2656,In Progress,Upgrade,Network Management,Element Management,96,96,59,01-Jul-25,01-Jul-25,01-Jul-25,19-Dec-25,19-Dec-25,,171,171,2840.0,2544.0,1264.066667,2492.833333,2%,61%,45%,50%,Green,[In Prog] 
DSFFLOW-4230,Closed,Upgrade,Core Network,Cloud,17,17,17,03-Aug-25,03-Aug-25,04-Aug-25,21-Aug-25,21-Aug-25,10-Sep-25,18,18,216.0,216.0,243.0,243.0,-13%,100%,205%,113%,Red,[Closed] effort overrun > 1%; schedule overrun > 10%; 
DSFFLOW-3596,In Progress,Upgrade,Core Network,UDM,36,36,2,24-Jul-25,24-Jul-25,24-Jul-25,31-Oct-25,31-Oct-25,,99,99,481.5,481.5,66.0,481.5,0%,6%,54%,15%,Green,[In Prog] 
DSFFLOW-5812,In Progress,Upgrade,Core Network,MSS,216,216,0,11-Sep-25,11-Sep-25,11-Sep-25,20-Nov-25,20-Nov-25,,70,70,1368.0,1368.0,,1368.0,0%,0%,8%,0%,Green,[In Prog] 
DSFFLOW-5797,In Progress,Upgrade,Core Network,IMS,30,30,3,03-Aug-25,03-Aug-25,03-Sep-25,29-Nov-25,29-Nov-25,,118,118,746.0,746.0,100.0,746.0,0%,10%,37%,13%,Green,[In Prog] late start; 
DSFFLOW-741,In Progress,Upgrade,Network Management,Element Management & Reporting,159,159,146,22-Apr-25,22-Apr-25,19-May-25,19-Sep-25,19-Sep-25,,150,150,5800.0,5800.0,4740.833333,6025.833333,-4%,92%,97%,82%,Amber,[In Prog] projecting 1%+ EAC effort overrun ; late start; 
DSFFLOW-3649,In Progress,Upgrade,Core Network,IMS,31,31,16,03-Jul-25,03-Jul-25,03-Jul-25,30-Dec-25,30-Dec-25,,180,180,2715.0,2715.0,1150.0,2595.0,4%,52%,41%,42%,Green,[In Prog] 
DSFFLOW-3109,In Progress,Upgrade,Core Network,IMS,142,135,79,14-Jul-25,14-Jul-25,14-Jul-25,29-Aug-25,29-Sep-25,,46,77,2101.0,2411.0,1534.51,2212.26,8%,59%,82%,64%,Green,[In Prog] 
DSFFLOW-5461,In Progress,Upgrade,Core Network,Cloud,18,18,18,08-Jun-25,08-Jun-25,28-Aug-25,14-Aug-26,14-Aug-26,,432,432,305.0,305.0,305.0,305.0,0%,100%,23%,100%,Amber,[In Prog] efforts burnt misaligned with time progress; work progress misaligned with time progress; late start; 
DSFFLOW-5699,In Progress,Upgrade,Network Management,Element Management,55,51,5,31-Aug-25,31-Aug-25,01-Sep-25,18-Nov-25,18-Nov-25,,79,79,637.5,637.5,59.5,637.5,0%,10%,20%,9%,Green,[In Prog] 
DSFFLOW-2249,In Progress,"Upgrade, Expansion, Maiden Installation",BOS,Monetization Charging,396,396,19,22-Jun-25,22-Jun-25,27-Jun-25,19-Sep-25,19-Sep-25,,89,89,3683.11,3683.11,1103.85,3285.61,11%,5%,96%,30%,Amber,[In Prog] efforts burnt misaligned with work progress; efforts burnt misaligned with time progress; work progress misaligned with time progress; 
DSFFLOW-1911,In Progress,Migration,Core Network,EPC,41,41,27,03-Apr-25,03-Apr-25,13-Jun-25,30-Nov-25,29-Nov-25,,241,240,3433.0,4421.0,2097.0,4388.0,1%,66%,69%,47%,Green,[In Prog] late start; 
DSFFLOW-1368,In Progress,Migration,Core Network,EPC,21,21,1,23-May-25,23-May-25,25-Jun-25,31-Dec-25,31-Dec-25,,222,222,1214.8,1214.8,672.03,1214.8,0%,5%,52%,57%,Red,[In Prog] efforts burnt outweighing work output; late start; 
DSFFLOW-3265,In Progress,Migration,Core Network,"Cloud, Core Network Automation, EPC, IMS, UDM",88,88,1,15-May-25,15-May-25,12-Sep-25,20-Nov-25,20-Nov-25,,189,189,8395.0,8395.0,162.0,8395.0,0%,1%,65%,2%,Amber,[In Prog] efforts burnt misaligned with time progress; work progress misaligned with time progress; late start; 
DSFFLOW-5350,Assigned,Upgrade,BOS,D&A Mediation,67,67,0,21-Jul-25,21-Jul-25,,31-May-26,31-May-26,,314,314,2487.1,2487.1,,2487.1,0%,0%,18%,0%,Amber,[Assigned] with 56 days past due start date; 
DSFFLOW-6252,In Progress,Upgrade,Network Management,Element Management,111,111,0,13-Sep-25,13-Sep-25,10-Sep-25,29-Jun-26,29-Jun-26,,289,289,2239.0,2239.0,40.0,2239.0,0%,0%,1%,2%,Green,[In Prog] 
DSFFLOW-5981,In Progress,Business Configuration,BOS,Monetization Charging,32,32,0,03-Aug-25,03-Aug-25,12-Sep-25,30-Dec-25,30-Dec-25,,149,149,798.4,798.4,,798.4,0%,0%,29%,0%,Amber,[In Prog] time ticking without any work progress; late start; 
DSFFLOW-49,Closed,Upgrade,Network Management,Element Management & Reporting,30,30,30,19-Feb-25,20-Feb-25,28-Feb-25,29-Aug-25,17-Apr-25,27-Mar-25,191,56,488.0,488.0,430.0,430.0,12%,100%,63%,88%,Green,[Closed] ahead of schedule; feedback: opportunity for optimized time plan; efforts saved; feedback: opportunity for optimized effort baseline; late start; 
DSFFLOW-1151,In Progress,Upgrade,BOS,Monetization Charging,498,498,35,01-Jun-25,01-Jun-25,01-Jun-25,28-Feb-26,28-Feb-26,,272,272,3023.0,3023.0,667.05,2908.0,4%,8%,39%,22%,Green,[In Prog] 
DSFFLOW-4260,In Progress,Upgrade,Core Network,Cloud,86,86,8,06-Jul-25,06-Jul-25,05-Aug-25,29-Nov-25,29-Nov-25,,146,146,2248.0,2248.0,456.0,1992.0,11%,9%,49%,20%,Green,[In Prog] late start; 
DSFFLOW-6349,In Progress,Upgrade,Core Network,MSS,24,24,1,11-Sep-25,11-Sep-25,11-Sep-25,31-Dec-25,31-Dec-25,,111,111,474.0,474.0,80.0,474.0,0%,4%,4%,17%,Green,[In Prog] 
DSFFLOW-1416,In Progress,Migration,"Core Network, Network Management","Activation, EPC, IMS, MSS, UDM",139,139,23,23-Apr-25,23-Apr-25,27-May-25,31-Dec-25,31-Dec-25,,252,252,8449.25,8449.25,2884.505,8234.75,3%,17%,58%,34%,Green,[In Prog] late start; 
DSFFLOW-5636,In Progress,"Maiden Installation, Migration, Business Configuration",BOS,"Common Services-Data Migration, Core Commerce, Monetization Charging",107,107,0,24-Jul-25,24-Jul-25,08-Sep-25,16-Apr-26,16-Apr-26,,266,266,15668.1,15668.1,188.88,15665.97,0%,0%,20%,1%,Amber,[In Prog] time ticking without any work progress; late start; 
DSFFLOW-2813,In Progress,Maiden Installation,Network Management,Resource Orchestration,11,11,1,04-May-25,04-May-25,10-Jul-25,31-Mar-26,31-Mar-26,,331,331,1125.0,1125.0,434.75,1125.0,0%,9%,41%,39%,Amber,[In Prog] efforts burnt misaligned with work progress; late start; 
DSFFLOW-3498,In Progress,Migration,Core Network,"EPC, Signaling, UDM",77,77,31,18-Jun-25,18-Jun-25,23-Jul-25,31-Dec-25,31-Dec-25,,196,196,1514.6,1514.6,792.5,1490.6,2%,40%,46%,52%,Green,[In Prog] late start; 
DSFFLOW-2047,In Progress,Upgrade,Network Management,Element Management,358,358,46,08-May-25,08-May-25,18-Jun-25,31-Aug-26,31-Aug-26,,480,480,9297.0,10669.0,1821.5,10575.0,1%,13%,27%,17%,Green,[In Prog] late start; 
DSFFLOW-2765,In Progress,Upgrade,Core Network,"Cloud, EPC",49,49,2,11-Nov-24,11-Nov-24,07-Jul-25,20-Dec-24,20-Dec-24,,39,39,1560.0,1560.0,1.0,1534.0,2%,4%,773%,0%,Amber,[In Prog] efforts burnt misaligned with time progress; work progress misaligned with time progress; late start; 
DSFFLOW-5109,In Progress,"Maiden Installation, Migration","Core Network, Network Management","Cloud, Core Network Automation, EPC, IMS, MSS, Resource Orchestration, UDM",248,248,194,01-Jun-25,01-Jun-25,22-Aug-25,29-Sep-25,29-Sep-25,,120,120,8622.5,8622.5,6976.16,8208.5,5%,78%,88%,81%,Green,[In Prog] late start; 
DSFFLOW-5079,In Progress,Expansion,BOS,Monetization Charging,67,67,38,28-Jul-25,28-Jul-25,20-Aug-25,30-Sep-25,30-Sep-25,,64,64,674.8,674.8,332.45,641.55,5%,57%,77%,49%,Green,[In Prog] late start; 
DSFFLOW-626,Backlog,Maiden Installation,Core Network,EPC,34,34,0,29-Apr-25,29-Apr-25,29-Apr-25,31-Aug-25,31-Aug-25,,124,124,2496.0,2496.0,904.0,2392.0,4%,0%,113%,36%,Red,[Backlog] with wrong project state with efforts burning; 139 days past due start date; 
DSFFLOW-921,Closed,Upgrade,Core Network,UDM,23,23,23,14-May-25,14-May-25,14-May-25,04-Jul-25,04-Jul-25,04-Jul-25,51,51,202.5,202.5,202.4,202.4,0%,100%,100%,100%,Green,[Closed] 
DSFFLOW-1697,Closed,Upgrade,Core Network,EPC,30,21,21,26-May-25,26-May-25,12-Jun-25,31-Aug-25,31-Aug-25,04-Sep-25,97,97,346.0,346.0,310.0,310.0,10%,100%,104%,90%,Amber,[Closed] schedule overrun < 10%; efforts saved; late start; 
DSFFLOW-2138,Closed,"Upgrade, Maiden Installation",Network Management,Resource Orchestration,52,37,37,12-Jun-25,12-Jun-25,18-Jun-25,15-Aug-25,31-Aug-25,14-Aug-25,64,80,646.6497222,559.9,425.65,425.65,24%,100%,79%,76%,Green,[Closed] ahead of schedule; feedback: opportunity for optimized time plan; efforts saved; feedback: opportunity for optimized effort baseline; 
DSFFLOW-245,In Progress,"Upgrade, Maiden Installation",Network Management,Element Management,821,529,107,15-May-25,07-Apr-25,,01-Oct-25,31-Dec-25,,139,268,24189.0,16930.0,12088.5,15530.5,8%,20%,60%,71%,Red,[In Prog] efforts burnt outweighing work output; 
DSFFLOW-2593,In Progress,Maiden Installation,Core Network,EPC,16,16,2,25-May-25,25-May-25,02-Jul-25,31-Dec-25,31-Dec-25,,220,220,2581.0,2581.0,439.0,2551.0,1%,13%,52%,17%,Green,[In Prog] late start; 
DSFFLOW-6003,Assigned,"Upgrade, Continuous Adaptation",BOS,Monetization Billing,60,60,0,31-Jul-25,31-Jul-25,,29-Mar-26,29-Mar-26,,241,241,15277.75,15277.75,,15277.75,0%,0%,19%,0%,Amber,[Assigned] with 46 days past due start date; 
DSFFLOW-1629,Closed,Upgrade,Core Network,"EPC, Signaling, UDM",175,175,175,01-Apr-25,01-Apr-25,03-Jun-25,29-Jun-25,29-Jun-25,07-Jul-25,89,89,2725.129167,2725.129167,2238.05,2238.05,18%,100%,111%,82%,Red,[Closed] schedule overrun > 10%; efforts saved; feedback: opportunity for optimized effort baseline; late start; 
DSFFLOW-5683,In Progress,Maiden Installation,Core Network,"Cloud, EPC, UDM",131,131,1,25-Aug-25,25-Aug-25,04-Sep-25,22-Dec-25,22-Dec-25,,119,119,2340.0,2340.0,17.0,2340.0,0%,1%,18%,1%,Green,[In Prog] late start; 
DSFFLOW-2402,In Progress,Upgrade,BOS,Monetization Charging,169,169,24,05-May-25,05-May-25,08-Jul-25,29-Jun-26,30-Jun-26,,420,421,18647.44,18647.44,2646.5,17668.0,5%,15%,32%,15%,Green,[In Prog] late start; 
DSFFLOW-6461,Assigned,Upgrade,Core Network,MSS,39,39,0,01-Sep-25,01-Sep-25,,31-Dec-25,31-Dec-25,,121,121,877.0,877.0,,877.0,0%,0%,12%,0%,Amber,[Assigned] with 14 days past due start date; 
DSFFLOW-2625,Closed,Upgrade,Core Network,IMS,30,28,28,29-Jun-25,30-Jun-25,30-Jun-25,31-Jul-25,01-Aug-25,01-Aug-25,32,32,267.0,267.0,267.01,267.01,0%,100%,100%,100%,Green,[Closed] 
DSFFLOW-3852,In Progress,Migration,Core Network,Cloud,118,118,22,22-Jul-25,22-Jul-25,31-Jul-25,31-Dec-25,31-Dec-25,,162,162,2002.5,2002.5,618.0,1936.5,3%,19%,34%,31%,Green,[In Prog] late start; 
